skill_name,family_name
Dt. Telekom - Cloud VPN,Electrical Engineering
Mobile Application Part (MAP),Electrical Engineering
Wireless Controller,Electrical Engineering
Clock Signal,Electrical Engineering
Oscilloscope,Electrical Engineering
Smart Meter,Electrical Engineering
Inertial Sensor,Electrical Engineering
Upsampling,Electrical Engineering
Audio Codec,Electrical Engineering
Diesel Generator,Electrical Engineering
Intel 8-bit (MCS-48),Electrical Engineering
Advanced Vector Extensions (AVX),Electrical Engineering
Video Codec H.264 (MPEG-4),Electrical Engineering
Video Codec H.265 (HEVC),Electrical Engineering
Very-Large-Scale Integration (VLSI),Electrical Engineering
FTA Receiver,Electrical Engineering
Trusted Platform Module (TPM),Electrical Engineering
High-Density-Interconnect Circuit Board (HDI),Electrical Engineering
ANT (Network),Electrical Engineering
Test Assessment,Electrical Engineering
Power Transmission,Electrical Engineering
Measurement System Analysis (MSA),Electrical Engineering
Earthing,Electrical Engineering
Voltage Sensor,Electrical Engineering
ARM 64-bit (Cortex A),Electrical Engineering
Renewable Energy,Electrical Engineering
Base Transceiver Station (BTS),Electrical Engineering
Hydrogen Fuel Cell,Electrical Engineering
GPRS Tunneling Protocol (GTP),Electrical Engineering
Ericsson Real-Time-Tool (RTT),Electrical Engineering
Rectifier,Electrical Engineering
Active Noise Control (ANC),Electrical Engineering
Structural Simulation Toolkit (SST),Electrical Engineering
ARM Architecture,Electrical Engineering
System Basis Chip (SBC),Electrical Engineering
Photonic Integrated Circuit (PIC),Electrical Engineering
Fuzzy Control,Electrical Engineering
Electro-Optical Test,Electrical Engineering
Automatic Test Pattern Generation (ATPG),Electrical Engineering
OPC Unified Architecture (OPC UA),Electrical Engineering
Internet Area Network (IAN),Electrical Engineering
100 Gigabit Ethernet,Electrical Engineering
ARINC 424,Electrical Engineering
Link Control Protocol (LCP),Electrical Engineering
Fast Chargers,Electrical Engineering
System on a Chip (SOC),Electrical Engineering
IBM - TrueNorth,Electrical Engineering
Discrete-Time Signal,Electrical Engineering
JADE,Electrical Engineering
Point of Presence (POP),Electrical Engineering
ARM 32-bit (Cortex M),Electrical Engineering
Microchip Technology - PIC,Electrical Engineering
Electric Motor,Electrical Engineering
Transducer,Electrical Engineering
CCD-Sensor,Electrical Engineering
UART (Universal Asynchronous Receiver Transmitter),Electrical Engineering
Virtual Local Area Network (VLAN),Electrical Engineering
ESP32,Electrical Engineering
Near-Field Communication (NFC),Electrical Engineering
NarrowBand IOT,Electrical Engineering
Switchgear,Electrical Engineering
Capacitor,Electrical Engineering
Digital Control,Electrical Engineering
Wire Harness,Electrical Engineering
Battery Charger,Electrical Engineering
Rechargeable Battery,Electrical Engineering
PID Controller,Electrical Engineering
Turbo Generator,Electrical Engineering
Induction Motor,Electrical Engineering
Battery State Detection (BSD),Electrical Engineering
Voltmeter,Electrical Engineering
Circuit Test,Electrical Engineering
High Voltage Direct Current,Electrical Engineering
Level Sensor,Electrical Engineering
Torque Sensor,Electrical Engineering
Voltage Divider,Electrical Engineering
DC Motor,Electrical Engineering
Electric Switchboard,Electrical Engineering
IEC 61508 (Functional Safety),Electrical Engineering
Electronic Circuit,Electrical Engineering
Phased Array Antenna,Electrical Engineering
Neighbor Discovery Protocol (NDP),Electrical Engineering
Watchdog (WDG),Electrical Engineering
Fault Injection,Electrical Engineering
IEEE 802.15,Electrical Engineering
Code Division Multiple Access (CDMA),Electrical Engineering
General Packet Radio Service (GPRS),Electrical Engineering
Signalling System No. 7 (SS7),Electrical Engineering
WiMax,Electrical Engineering
Electric Power System,Electrical Engineering
24V,Electrical Engineering
Servo Motor,Electrical Engineering
Equalization (audio),Electrical Engineering
AC Motor,Electrical Engineering
Variable-Frequency Drive,Electrical Engineering
Diode,Electrical Engineering
RS-232,Electrical Engineering
RS-485,Electrical Engineering
Multimeter,Electrical Engineering
Hydrogen Technology,Electrical Engineering
Transfer Switch,Electrical Engineering
Renesas 16-bit (78K0R),Electrical Engineering
Highway Addressable Remote Transducer (HART),Electrical Engineering
Motor Controller,Electrical Engineering
Emission Sensor,Electrical Engineering
Proximity Sensor,Electrical Engineering
Reed Switch,Electrical Engineering
ARINC,Electrical Engineering
Fiber-optic cable,Electrical Engineering
Hall Effect Sensor,Electrical Engineering
Resistor,Electrical Engineering
Carrier System,Electrical Engineering
Electrical Element,Electrical Engineering
Single Edge Nibble Transmission (SENT),Electrical Engineering
Ohm's law,Electrical Engineering
Anode,Electrical Engineering
Cathode,Electrical Engineering
CANopen,Electrical Engineering
Complementary Metal–Oxide–Semiconductor (CMOS),Electrical Engineering
Light Engineering,Electrical Engineering
Stereo Camera,Electrical Engineering
Data cable,Electrical Engineering
Oversampling,Electrical Engineering
Single-Phase Electric Power,Electrical Engineering
PCB Design,Electrical Engineering
Electronic Hardware,Electrical Engineering
NORM,Electrical Engineering
AM/FM Receiver,Electrical Engineering
Antenna Array,Electrical Engineering
Electromagnetic Simulation,Electrical Engineering
Simulation Program with Integrated Circuit Emphasis (SPICE),Electrical Engineering
Global Navigation Satellite System (GNSS),Electrical Engineering
SONAR,Electrical Engineering
All-IP,Electrical Engineering
Embedded Controller,Electrical Engineering
Regenerative Fuel Cell,Electrical Engineering
Signal Conditioning,Electrical Engineering
Diode–Transistor Logic (DTL),Electrical Engineering
Doppler Lidar,Electrical Engineering
Hydro Power Plant (HPP),Electrical Engineering
Low-Power Wide-Area Network (LPWAN),Electrical Engineering
Lightning Protection,Electrical Engineering
Operational Amplifier,Electrical Engineering
Temperature Sensor,Electrical Engineering
Session Initiation Protocol (SIP),Electrical Engineering
Signalling Connection Control Part (SCCP),Electrical Engineering
Cell ThermalManagement,Electrical Engineering
High Voltage Power Supply,Electrical Engineering
Lithium-Sulfur Battery,Electrical Engineering
Pouch-Cell,Electrical Engineering
Virtual Memory,Electrical Engineering
Controllability,Electrical Engineering
Serial ATA (SATA),Electrical Engineering
Color Correction,Electrical Engineering
Emission Control Systems,Electrical Engineering
Active Pixel Sensor (APS),Electrical Engineering
Colorimetry,Electrical Engineering
BiCMOS,Electrical Engineering
IPC-A-610 (Acceptability of Electronic Assemblies),Electrical Engineering
Thin Film Transistor (TFT),Electrical Engineering
Optical Transport Network (OTN),Electrical Engineering
Universal Measurement and Calibration Protocol (XCP),Electrical Engineering
Radio Network Controller (RNC),Electrical Engineering
Intel 8-bit (MCS-51),Electrical Engineering
Molten Carbonate Fuel Cell,Electrical Engineering
Lead–Acid Battery,Electrical Engineering
STMicroelectronics 32-bit (STM32),Electrical Engineering
Rain Sensor,Electrical Engineering
Antenna Design,Electrical Engineering
Alternator,Electrical Engineering
Ultrasonic Sensor,Electrical Engineering
Power Meter,Electrical Engineering
DECT Telephone,Electrical Engineering
DC/DC Converter,Electrical Engineering
Integrated Sensor System,Electrical Engineering
Digital Input/Output (DIO),Electrical Engineering
Interactive Web Response Systems (IWRS),Electrical Engineering
Extremely High Frequency (EHF),Electrical Engineering
Integrated Circuit Layout,Electrical Engineering
Low Voltage Differential Signaling (LCDS),Electrical Engineering
SpaceWire,Electrical Engineering
Thyristor,Electrical Engineering
Brushless Electric Motor (DC),Electrical Engineering
Intermediate System to Intermediate System (ISIS),Electrical Engineering
Network Control Protocol (NCP),Electrical Engineering
Spirent I-Test,Electrical Engineering
First Principles Modeling,Electrical Engineering
Category 6 cable,Electrical Engineering
Infinite Impulse Response (IIR),Electrical Engineering
Resistive Random-Access Memory (ReRAM),Electrical Engineering
Inter-IC Sound (I2S),Electrical Engineering
Display Module Design,Electrical Engineering
Radio Network Planning,Electrical Engineering
Analog-to-Digital Converter,Electrical Engineering
Transceiver,Electrical Engineering
Detection Theory,Electrical Engineering
Wide-bandgap Semiconductor (WBG),Electrical Engineering
Post Silicon Validation,Electrical Engineering
Mass Flow Sensor (MAF),Electrical Engineering
High Voltage Battery,Electrical Engineering
DisplayPort,Electrical Engineering
TR-069,Electrical Engineering
External Machine Interface (EMI),Electrical Engineering
Negative Feedback,Electrical Engineering
IP PBX,Electrical Engineering
SESC,Electrical Engineering
Scalable Processor Architecture (SPARC),Electrical Engineering
Memristor,Electrical Engineering
Mobile DDR,Electrical Engineering
Analog Integrated Circuit,Electrical Engineering
Evolution-Data Optimized (EVDO),Electrical Engineering
Solid-State Battery,Electrical Engineering
Dt. Telekom - Data Comfort,Electrical Engineering
ISDN,Electrical Engineering
Forsk Atoll,Electrical Engineering
Finite Impulse Response (FIR),Electrical Engineering
Geometric Transformation,Electrical Engineering
Fiber To The Home (FTTH),Electrical Engineering
Lossless Data Compression,Electrical Engineering
Synthesis Toolkit (STK),Electrical Engineering
Firmware Over-the-Air (FOTA),Electrical Engineering
Low Noise Amplifiers (LNA),Electrical Engineering
Metro-Ethernet,Electrical Engineering
Audio Engineering,Electrical Engineering
Freescale 8-bit (68HC11),Electrical Engineering
Discrete Cosine Transform,Electrical Engineering
DMX,Electrical Engineering
Altera Stratix,Electrical Engineering
Vector Control Motor,Electrical Engineering
NOR Flash,Electrical Engineering
Nonlinear Control,Electrical Engineering
Wear Leveling,Electrical Engineering
Main Distribution FrameÂ (MDF),Electrical Engineering
ARINC 429,Electrical Engineering
Battery Separator,Electrical Engineering
Ericsson Network Manager (ENM),Electrical Engineering
PSIM,Electrical Engineering
Audio Filter,Electrical Engineering
Synopsis - Design Compiler NXT,Electrical Engineering
Nanoelectromechanical System (NEMS),Electrical Engineering
Pressure Sensor,Electrical Engineering
Diode Transistor Logic  (DTL),Electrical Engineering
Xilinx Zynq,Electrical Engineering
Tracking System,Energy
Solar Cell,Energy
Photovoltaic System,Energy
Solar Farms,Energy
Fluoropolymer,Energy
Standalone System,Energy
Design Verification Plan (Dvp),Engineering
Illumination,Engineering
Automation Engineering,Engineering
Automation,Engineering
Product Requirements Document,Engineering
Production Data Management,Engineering
Technical Design,Engineering
Shell,Engineering
Product Development,Engineering
Systems Architecture,Engineering
Requirements Analysis,Engineering
Robotics,Engineering
Computational Social Science,Engineering
Computer Engineering (CE),Engineering
Discrete Event Simulation (DES),Engineering
Flux,Engineering
Engineering Drawing,Engineering
Failure Mode and Effect Analysis (FMEA),Engineering
Fault Tree Analysis (FTA),Engineering
Requirements Management,Engineering
Engineering Management,Engineering
Failure Analysis,Engineering
Harmonization,Engineering
Industrial Engineering,Engineering
Material Requirements Planning (MRP),Engineering
Machine Vision (MV),Engineering
Product Engineering,Engineering
Materials Science,Engineering
Configuration Management,Engineering
Systems Engineering,Engineering
Preventive Maintenance,Engineering
Design Review,Engineering
International Organisation For Standardisation (Iso),Engineering
Project Commissioning,Engineering
Acceptance Testing,Engineering
System Integration,Engineering
Test Design,Engineering
Test Automation,Engineering
Warranty Claims,Engineering
Product Development Method Kit (PDMK),Engineering
Manufacturing Process,Engineering
Minimum Viable Product (MVP),Engineering
Test Case,Engineering
Component Design,Engineering
Requirements Engineering,Engineering
Manufacturing Optimization,Engineering
System Testing,Engineering
Maintenance,Engineering
Research and Development,Engineering
Environmental Engineering,Engineering
Manfacturing Engineering,Engineering
Predictive Maintenance (PdM),Engineering
Building Technology,Engineering
Process Control Engineering,Engineering
Design for Manufacturability (DFM),Engineering
Weibull Analysis,Engineering
Computational Engineering (CSE),Engineering
Modeling and Simulation,Engineering
Test Execution,Engineering
Functional Analysis,Engineering
Site Engineering,Engineering
Cost Optimization,Engineering
Measurement Technology,Engineering
Test Methodology,Engineering
Mission Critical System,Engineering
Wastewater,Engineering
Synthetic Resin,Engineering
Test Management,Engineering
Process Engineering,Engineering
Test Analysis,Engineering
Manufacturing Design,Engineering
Product Architecture,Engineering
System Integrator,Engineering
Reliability Engineering,Engineering
Reverse Engineering,Engineering
Artificial Material,Engineering
Design Data Management,Engineering
Modular Design,Engineering
Ultrasonic Test,Engineering
Critical System,Engineering
Nondestructive Testing (NDT),Engineering
Computational Thinking,Engineering
VTM,Engineering
Inertial Measurement Unit (IMU),Engineering
Autonomous Robot,Engineering
Home Automation,Engineering
Nanotechnology,Engineering
Mean Time Between Failures (MTBF),Engineering
Single Point of Failure (SPOF),Engineering
Engineering Data Management System (KVS),Engineering
Hazard Analysis (HRA),Engineering
Design-to-Cost (DTC),Engineering
Industrial Robot,Engineering
Wastewater Teatment,Engineering
Metallurgy,Engineering
Natural Rubber,Engineering
Product Costing,Engineering
Nanoelectronics,Engineering
Cost Analysis,Engineering
Dimensioning,Engineering
Laser Diode,Engineering
Cost Breakdown Analysis,Engineering
Safety-Critical System,Engineering
Product Testing,Engineering
Profinet,Engineering
Measuring Instrument,Engineering
Component Development,Engineering
Aeroflex Motion Control (AMS),Engineering
Test Bench,Engineering
Cost Engineering,Engineering
Scenario Design,Engineering
Process Simulation,Engineering
Product Data Management (PDM),Engineering
Raw Material,Engineering
Microstructure,Engineering
Verein Deutscher Ingenieure (VDI),Engineering
Hardware Testing,Engineering
Digital Light Processing (DLP),Engineering
Product Validation (ISO),Engineering
Component Management,Engineering
Chemical kinetics simulation,Engineering
Optical Performance Calculation,Engineering
Ceramics,Engineering
Fluorescence,Engineering
Haptics Robotics,Engineering
Cost Planning,Engineering
Aerospace Engineering,Engineering
Safety Engineering,Engineering
Infrared,Engineering
Microwave,Engineering
Machine Simulation,Engineering
Reliability Testing,Engineering
Refractory Materials,Engineering
Design for Additive Manufacturing (DfAM),Engineering
Design & Construction,Engineering
Holography,Engineering
Production Documentation,Engineering
Light-Emitting Diode (LED),Engineering
"Noise, Vibration, and Harshness (NVH)",Engineering
German Association of the Automotive Industry (VDA),Engineering
Altimeter,Engineering
Torque Simulation,Engineering
Computational Materials Science,Engineering
Shaker Table,Engineering
Quality by Design (QbD),Engineering
Metalworking,Engineering
Simulation Based Component Optimization,Engineering
Control Engineering,Engineering
Project Engineering,Engineering
Product Engineering Process (PEP),Engineering
Rapid Prototyping,Engineering
KUKA,Engineering
Optoelectronics,Engineering
Waste Treatment,Engineering
Strain Analysis,Engineering
Realtime Simulation,Engineering
Mechanical Dimensioning,Engineering
Alloy,Engineering
Stainless Steel,Engineering
Structural Steel,Engineering
Thermocouple,Engineering
Computational Mechanics,Engineering
Component Production,Engineering
Drainage,Engineering
Tolerance Analysis,Engineering
Control loop,Engineering
Assembly Drawing,Engineering
Instrumentation and Control Engineering,Engineering
Elevator Technology,Engineering
RAMS,Engineering
Metallography,Engineering
Electron Microscope,Engineering
3D Laser,Engineering
Install Conduit,Engineering
Model-Based Systems Engineering (MBSE),Engineering
Geometric Tolerance Analysis,Engineering
"Failure Mode, Effect, and Diagnostic Analysis (FMEDA)",Engineering
Linear Variable Differential Transformer (LVDT),Engineering
Infrared Detector,Engineering
Metal Matrix Composites (MMC),Engineering
Thermoplastic,Engineering
Vibration Measurement,Engineering
Systems Modeling Language (SysML),Engineering
Nonmetallic Materials,Engineering
Display Measurement System (DMS),Engineering
Fanuc Robot,Engineering
Anemometer,Engineering
Tensile Testing,Engineering
Digital Micromirror Device (DMD),Engineering
Technical Data Management (TDM),Engineering
High Performance Materials,Engineering
Tolerance Stack-Up,Engineering
Simulation System,Engineering
Optical Design,Engineering
Micro-LED,Engineering
Plastic Foil,Engineering
Cobot,Engineering
Water Supply Network,Engineering
Optical Material,Engineering
Computational Mathematics,Engineering
Design Verification Plan (Dvp),Engineering
Elastomer,Engineering
Gamma Camera,Engineering
Boundary Layer,Engineering
Fatigue Assessment,Engineering
Polymorphism,Engineering
Multi-Robot Systems,Engineering
Warranty Analysis,Engineering
Organic Light-Emitting Diode (OLED),Engineering
Reliability Block Diagram (RBD),Engineering
Healthier Future,Environment
Environmental Policy,Environment
Supply Chain Sustainability,Environment
CO2 Neutral,Environment
Waste Management,Environment
Environmentally-friendly,Environment
Climate Change Mitigation,Environment
Environmental Protection,Environment
ISO 14001 - Environmental Standard,Environment
Greener Future,Environment
Environmental Knowledge,Environment
Environment Regulation and Compliance,Environment
Water Conservation,Environment
Clean Air Act (CAA),Environment
Nature-focused,Environment
Waste Industry,Environment
Ozone Depleting Compounds,Environment
Climate-friendly Actions,Environment
Paper Consumption,Environment
Animale Welfare,Environment
"Spill Prevention, Control and Countermeasure (SPCC)",Environment
Suspended Particulate Matter (SPM),Environment
Architecture & Construction Design,Facility Management
Space Management,Facility Management
Catering Services,Facility Management
Real Estate & Property Management,Facility Management
Computer-Aided Facility Management (CAFM),Facility Management
Library Management,Facility Management
Facility Management,Facility Management
Corporate Real Estate&Facility Mgt,Facility Management
Cleaning supply,Facility Management
Building Inspection,Facility Management
Carpentry,Facility Management
Building Maintenance,Facility Management
Cleaning Management,Facility Management
Cartography,Geography
Geomatics,Geography
Product Safety,Health & Safety
Personal Protective Equipment (PPE),Health & Safety
"Environment, Health and Safety (EHS)",Health & Safety
Physical Fitness,Health & Safety
Occupational Health and Safety,Health & Safety
Health Promotion,Health & Safety
Occupational Therapy,Health & Safety
Emergency Management,Health & Safety
Fire Protection,Health & Safety
Site Inspection,Health & Safety
Accident Research,Health & Safety
Accident Prevention,Health & Safety
Radiation Protection,Health & Safety
Respirator,Health & Safety
Fire Extinguisher,Health & Safety
Safety Audit,Health & Safety
Automated External Defibrillator (AED),Health & Safety
Radioactive Contamination,Health & Safety
Construction Site Safety,Health & Safety
NFPA 70E,Health & Safety
Fire Alarm System,Health & Safety
Fire Suppression System,Health & Safety
Chemical Hazard,Health & Safety
Safety Management System,Health & Safety
Plant Fire Brigade,Health & Safety
Fire Drill,Health & Safety
Fire Protection Engineering,Health & Safety
Ergonomics,Health & Safety
DGUV Regulation,Health & Safety
Biological Hazard,Health & Safety
Flame Detector,Health & Safety
Dangerous Goods Handling,Health & Safety
First Aid Kit,Health & Safety
Safety Drill,Health & Safety
Fire Alarm Control Panel,Health & Safety
International Powered Access Federation (IPAF),Health & Safety
Physical Hazard,Health & Safety
Emergency Evacuation,Health & Safety
Accident Prevention Regulation,Health & Safety
ISO 5S - Organize Work Areas,Health & Safety
Occupational Medicine,Health & Safety
Occupational Disease Act,Health & Safety
Explosion Protection Knowledge,Health & Safety
Common Safety Methods,Health & Safety
Smoke Detector,Health & Safety
Aviation Safety,Health & Safety
Downstream Processing,Health Science
Electronic Medical Record (EMR),Health Science
United States Pharmacopeia (USP),Health Science
Active Pharmaceutical Ingredient (API),Health Science
Health Technology,Health Science
Outcomes Research,Health Science
Real World Data (RWD),Health Science
Small Molecule,Health Science
Nutrition,Health Science
Pharmaceutics,Health Science
Clinical Data Management,Health Science
Clinical Research,Health Science
Health Economics,Health Science
Pharmacology,Health Science
Corrective and Preventive Action (CAPA),Health Science
Adverse Event (AE),Health Science
Biopharmaceuticals,Health Science
In Vitro,Health Science
Clinical Data Standards,Health Science
Good Manufacturing Practices (GMP),Health Science
Drug Development,Health Science
In Vivo,Health Science
Personalized Medicine,Health Science
Pharmaceutical Manufacturing,Health Science
Electronic Case Report Form (eCRF),Health Science
Electronic Common Technical Document (eCTD),Health Science
Non-Interventional Study,Health Science
Clinical Trial Management System (CTMS),Health Science
Precision Medicine,Health Science
Contract Research Organization (CRO),Health Science
Electronic Trial Master File (eTMF),Health Science
Periodic Safety Update Report (PSUR),Health Science
Real World Evidence (RWE),Health Science
Electronic Health Record (EHR),Health Science
Randomized Control Trial (RCT),Health Science
Pharmacovigilance (PV),Health Science
Regulatory Affairs,Health Science
Medical Facility,Health Science
"Absorption, Distribution, Metabolism and Excretion (ADME)",Health Science
Electronic Data Capture (EDC),Health Science
Compartmental Pharmacokinetics,Health Science
Adverse Drug Reaction,Health Science
Medical Statistics,Health Science
Compounding,Health Science
Investigational New Drug (IND),Health Science
Critical Process Parameters (CPP),Health Science
Disease Modeling,Health Science
Upstream Processing,Health Science
GxP,Health Science
High-Throughput Screening (HTS),Health Science
European Union Medical Device Regulation,Health Science
Process Analytical Technology (PAT),Health Science
Laboratory Medicine,Health Science
New Drug Application (NDA),Health Science
Bioinformatics Analysis,Health Science
Antibody,Health Science
IEC 62304,Health Science
Cancer Research,Health Science
ISO 13485,Health Science
Operating Theater,Health Science
Good Automated Manufacturing Practice (GAMP),Health Science
Drug Formulation,Health Science
Patient Transport,Health Science
Medical Transcription,Health Science
High Throughput Biology,Health Science
Health Science,Health Science
Laboratory Safety,Health Science
Drug Interaction Study,Health Science
Pharmacodynamic Modeling (PD Modeling),Health Science
Pharmacokinetics,Health Science
Pharmacokinetics Modeling (PK Modeling),Health Science
Pharmacy Management,Health Science
Crossover Study,Health Science
High Throughput Sequencing,Health Science
Medical and Clinical Laboratory,Health Science
Bioprocess,Health Science
Vaccine Trial,Health Science
Parenteral Nutrition,Health Science
Dose Projection,Health Science
Animal Testing,Health Science
Electronic Regulatory Information System (ERIS),Health Science
Aseptic Processing,Health Science
Monoclonal Antibodies (mAb),Health Science
Biomanufacturing,Health Science
Genome Browsing,Health Science
Pharmacodynamics (PD),Health Science
Innovative Medical Products,Health Science
Evidence-based Medicine,Health Science
Cell Line Development,Health Science
Drug Metabolism and Pharmacokinetics (DMPK),Health Science
Protein Production,Health Science
Pharmaceutical Equipment,Health Science
Antibody-Drug Conjugates (ADCs),Health Science
Process Characterization,Health Science
Directives for Medical Devices,Health Science
Toxicokinetics,Health Science
Combination Drug,Health Science
Biosafety,Health Science
QSR Requirements,Health Science
ISA 88,Health Science
Historical Source,Historiography
Connectivity,HR
Individuell Development,HR
Social Security,HR
Work–life balance,HR
Flexible Spending Account,HR
Tuition Reimbursement,HR
Appreciative,HR
Applicant Tracking System,HR
Candidate Sourcing,HR
Employee Engagement,HR
Human Resources Management (HR Management),HR
Artificial Intelligence,IT
C,IT
Information Technology,IT
SQL,IT
Algorithm,IT
Big Data,IT
Process and Data Modeling,IT
Apache Hadoop,IT
Java,IT
Machine Learning,IT
Forecast & Modeling,IT
Programming Languages,IT
Python,IT
Spark,IT
Tableau,IT
MS Office,IT
Data Entry,IT
Database,IT
MS Excel,IT
Operating System,IT
R,IT
Business Intelligence,IT
Chef (Software),IT
Data Mining,IT
Data Strategy,IT
Debugging,IT
Programming,IT
Cloud Services,IT
Computer Vision (CV),IT
Data Science,IT
Deep Learning,IT
Natural Language Processing (NLP),IT
Text Mining,IT
Data Visualization,IT
Amazon Web Services (AWS),IT
Enterprise Resource Planning (ERP),IT
Extract-Transform-Load (ETL) Technique,IT
Apache Hadoop Distributed File System (HDFS),IT
MongoDB,IT
SAP Oracle,IT
MS Azure,IT
Continuous Delivery,IT
Data Processing,IT
DevOps,IT
Apache Flume,IT
Apache HBase,IT
Apache Hive,IT
Apache Oozie,IT
Scala,IT
Talend,IT
Open-Source Software (OSS),IT
User Experience Design (UX),IT
Container,IT
Docker,IT
Kubernetes,IT
PySpark,IT
PyTorch,IT
Tensorflow,IT
RabbitMQ,IT
Apache HTTP Server,IT
Apache Spark,IT
Apache Storm,IT
Elasticsearch,IT
Linux,IT
Predictive Analytics,IT
Redis,IT
Amazon Redshift,IT
Data Management,IT
Data Protection,IT
Data Quality,IT
Relational Database,IT
Matlab,IT
SAS,IT
IBM - AIX,IT
CentOS,IT
NoSQL Database,IT
Business Requirement,IT
C++,IT
Data Center,IT
Data Structure,IT
DataOps,IT
Go (programming language),IT
Information Systems,IT
Meta Data,IT
PostgreSQL,IT
Ruby,IT
Scripting,IT
Server,IT
Sun - Solaris,IT
Stream Processing,IT
SAP,IT
Cloud Computing,IT
Data Integration,IT
Hybrid Cloud Infrastructure,IT
Informatica,IT
Apache MapReduce,IT
Security Software,IT
Solution Architecture,IT
Virtualization,IT
Model Based Development,IT
Simulink,IT
Software Development,IT
Software Development Life Cycle (SDL),IT
SAP ABAP,IT
PHP,IT
Android,IT
Django,IT
Web Development,IT
Wordpress,IT
App Development,IT
API,IT
Power BI,IT
Amazon Elastic Compute Cloud (EC2),IT
MS Remote Desktop Services (RDS),IT
Back End,IT
Data Architecture,IT
Displays,IT
Front End,IT
.NET,IT
Online Analytical Processing (OLAP),IT
Online Transaction Processing (OLTP),IT
MS SQL Server Integration Services,IT
Microsoft SQL Server,IT
Amazon DynamoDB,IT
Master Data Management (MDM),IT
Code Profiling,IT
AWS - Relational Database Service (RDS),IT
MYSQL,IT
Data Model,IT
Data Warehouse,IT
Jira,IT
Teradata Database,IT
Velocity,IT
BigQuery,IT
Predictive Modelling,IT
Social Media,IT
3D Modeling,IT
ArcGIS,IT
Adobe Creative Suite,IT
Data Analytics,IT
Geographical Information Systems,IT
Adobe Illustrator,IT
Adobe InDesign,IT
ORACLE DB,IT
Adobe - Photoshop,IT
Sensing,IT
Sketch,IT
Version Control,IT
Statistical Classification,IT
Cluster Validation,IT
MS Intune,IT
Neural Network,IT
Scikit-Learn (Python),IT
Web Application,IT
UNIX,IT
Data Acquisition,IT
Linux Shell Scripting,IT
Customer Analytics,IT
HP Asset Management,IT
MS PowerPoint,IT
Cisco,IT
Google Cloud Platform,IT
MS SQL Server Reporting Services,IT
Actuate BIRT,IT
Data Storage,IT
JavaScript,IT
MS Word,IT
Representational State Transfer (REST),IT
Data Lake,IT
ORACLE PL/SQL,IT
Multimedia System,IT
MS Team Foundation Server,IT
Digital Transformation,IT
Process Mining,IT
Software as a Service (SaaS),IT
Data Governance,IT
Perl,IT
Cloud Storage,IT
ServiceNow,IT
Decomposition,IT
MEAN,IT
Software Design Pattern,IT
Jest (JavaScript Framework),IT
Anomaly Detection,IT
Dimensionality Reduction,IT
Pattern Recognition,IT
Unsupervised Learning,IT
JSON,IT
XML SOAP,IT
GitLab,IT
jQuery,IT
Ontology,IT
Bash Script (Unix),IT
Data Manipulation,IT
Image Processing,IT
Keras,IT
Process Automation,IT
JMP,IT
Natural Language Understanding (NLU),IT
SPSS,IT
Application Lifecycle Management,IT
Augmented Reality,IT
Chatbot,IT
Minitab,IT
XML,IT
SAP APO,IT
VBA,IT
Recommender System,IT
Mobile Device,IT
Autodesk Mechanical,IT
Oculus,IT
github,IT
Apache Maven,IT
Cyber Security,IT
IT Solutions,IT
System Management,IT
Distributed Computing,IT
MS Outlook,IT
System Design,IT
Batch,IT
Computer Programming,IT
Java - SE,IT
IT Strategy Consultancy,IT
Visual Basic,IT
Ansible,IT
Grails (Groovy),IT
Software Deployment,IT
SonarQube,IT
AutoCAD,IT
MS Access,IT
Computerized Maintenance Management System (CMMS),IT
Document Management System,IT
Massively parallel computing,IT
Data Security,IT
Apache Flink,IT
Infrastructure as a Service (IaaS),IT
Platform as a Service (PaaS),IT
Computer Aided Translation (CAT),IT
Ruby on Rails,IT
Convolutional Neural Network,IT
Kx - Q,IT
Computer Algebra System (CAS),IT
RDM Embedded,IT
IBM - Cognos,IT
Microservices,IT
Pair Programming,IT
Terraform,IT
Test-Driven Development (TDD),IT
High Performance Computing,IT
Support Vector Machine,IT
Text Classification,IT
CGI,IT
Internet of Things (IoT),IT
AWS - CloudFormation,IT
Identity & Access Management,IT
Pivotal Cloud Foundry (PCF),IT
Virtual Private Cloud,IT
Technical Writing,IT
Digitalization,IT
Object-Oriented Design (OOD),IT
Network Optimization,IT
Angular JS,IT
Java - JUnit,IT
RESTFul,IT
Software Design,IT
IBM - DB2,IT
SAP CO,IT
Genetic Algorithm,IT
workday,IT
Client Server,IT
Database Administration (DBA),IT
OpenStack,IT
Query Optimization,IT
SoftLayer,IT
Guidewire,IT
ARIS,IT
Apache YARN,IT
Edge Computing,IT
D3.js,IT
Weka,IT
Citrix,IT
Ethical Hacking,IT
Linux RedHat,IT
Enterprise Architecture,IT
Encryption,IT
Windows Powershell,IT
MS Visual Studio,IT
Qlik Sense,IT
Salesforce.com,IT
Smartphone,IT
IBM - WebSphere MQ,IT
Puppet,IT
TIBCO,IT
Information Security (InfoSec),IT
Network Security,IT
Macro Programming,IT
Virtual Reality,IT
Autoscaling,IT
Infrastructure as Code (IaC),IT
Quantum Computing,IT
DevSecOps,IT
Operational Data Store (ODS),IT
Waterfall Model,IT
MS Windows OS,IT
Wireframe Model,IT
Network Analysis,IT
Object-Oriented Programming (OOP),IT
